Property_Id,Check_In_Date,Room_Category,Helper,Successful_Bookings,Capacity
17564,12-07-22,RT3,17564|44754|RT3,9,24
16560,12-07-22,RT3,16560|44754|RT3,10,20
18559,12-07-22,RT3,18559|44754|RT3,10,23
17560,12-07-22,RT3,17560|44754|RT3,12,25
18563,12-07-22,RT3,18563|44754|RT3,12,23
17559,12-07-22,RT3,17559|44754|RT3,11,16
17561,12-07-22,RT3,17561|44754|RT3,11,19
17563,12-07-22,RT3,17563|44754|RT3,11,16
19559,12-07-22,RT4,19559|44754|RT4,2,3
16558,12-07-22,RT4,16558|44754|RT4,2,3
19558,12-07-22,RT4,19558|44754|RT4,4,7
19561,12-07-22,RT4,19561|44754|RT4,4,7
18561,12-07-22,RT4,18561|44754|RT4,5,9
16561,12-07-22,RT4,16561|44754|RT4,6,10
17560,12-07-22,RT4,17560|44754|RT4,7,13
17564,12-07-22,RT4,17564|44754|RT4,7,17
18560,12-07-22,RT4,18560|44754|RT4,10,15
19560,12-07-22,RT4,19560|44754|RT4,10,16
18559,12-07-22,RT4,18559|44754|RT4,8,19
17563,12-07-22,RT4,17563|44754|RT4,12,19
19562,12-07-22,RT4,19562|44754|RT4,8,14
17559,12-07-22,RT4,17559|44754|RT4,9,14
18558,12-07-22,RT4,18558|44754|RT4,10,20
18562,12-07-22,RT4,18562|44754|RT4,13,20
18563,12-07-22,RT4,18563|44754|RT4,8,18
16563,12-07-22,RT4,16563|44754|RT4,11,18
16559,12-07-22,RT4,16559|44754|RT4,12,18
16562,12-07-22,RT4,16562|44754|RT4,3,6
17558,12-07-22,RT4,17558|44754|RT4,3,6
17562,12-07-22,RT4,17562|44754|RT4,3,6
19563,12-07-22,RT4,19563|44754|RT4,3,6
16560,12-07-22,RT4,16560|44754|RT4,3,7
17561,12-07-22,RT4,17561|44754|RT4,3,4
19563,13-07-22,RT3,19563|44755|RT3,16,29
18560,13-07-22,RT1,18560|44755|RT1,19,30
19562,13-07-22,RT1,19562|44755|RT1,19,30
19563,13-07-22,RT1,19563|44755|RT1,17,30
17558,13-07-22,RT1,17558|44755|RT1,11,19
16558,13-07-22,RT1,16558|44755|RT1,10,19
17560,13-07-22,RT1,17560|44755|RT1,21,40
19558,13-07-22,RT1,19558|44755|RT1,17,40
19560,13-07-22,RT1,19560|44755|RT1,19,26
17561,13-07-22,RT1,17561|44755|RT1,15,26
16560,13-07-22,RT1,16560|44755|RT1,19,34
16561,13-07-22,RT1,16561|44755|RT1,11,18
16562,13-07-22,RT1,16562|44755|RT1,14,31
16563,13-07-22,RT1,16563|44755|RT1,27,41
17559,13-07-22,RT1,17559|44755|RT1,18,32
17562,13-07-22,RT1,17562|44755|RT1,9,20
17563,13-07-22,RT1,17563|44755|RT1,16,25
18558,13-07-22,RT1,18558|44755|RT1,7,15
18559,13-07-22,RT1,18559|44755|RT1,19,42
18561,13-07-22,RT1,18561|44755|RT1,23,33
18562,13-07-22,RT1,18562|44755|RT1,26,38
18563,13-07-22,RT1,18563|44755|RT1,14,27
19559,13-07-22,RT1,19559|44755|RT1,12,24
19561,13-07-22,RT1,19561|44755|RT1,20,36
17564,13-07-22,RT1,17564|44755|RT1,6,16
19562,13-07-22,RT2,19562|44755|RT2,13,23
18563,13-07-22,RT2,18563|44755|RT2,15,29
17561,13-07-22,RT2,17561|44755|RT2,23,36
17558,13-07-22,RT2,17558|44755|RT2,26,50
16562,13-07-22,RT2,16562|44755|RT2,23,43
16561,13-07-22,RT2,16561|44755|RT2,16,24
16558,13-07-22,RT2,16558|44755|RT2,12,22
19560,13-07-22,RT2,19560|44755|RT2,23,38
16563,13-07-22,RT2,16563|44755|RT2,20,38
16559,13-07-22,RT2,16559|44755|RT2,27,41
19559,13-07-22,RT2,19559|44755|RT2,21,41
19558,13-07-22,RT2,19558|44755|RT2,17,39
17559,13-07-22,RT2,17559|44755|RT2,26,39
16560,13-07-22,RT2,16560|44755|RT2,19,34
18562,13-07-22,RT2,18562|44755|RT2,22,34
18559,13-07-22,RT2,18559|44755|RT2,18,44
17563,13-07-22,RT2,17563|44755|RT2,28,44
17562,13-07-22,RT2,17562|44755|RT2,13,30
18558,13-07-22,RT2,18558|44755|RT2,18,30
17564,13-07-22,RT2,17564|44755|RT2,16,40
18561,13-07-22,RT2,18561|44755|RT2,23,40
18560,13-07-22,RT2,18560|44755|RT2,27,40
17560,13-07-22,RT2,17560|44755|RT2,21,45
19561,13-07-22,RT2,19561|44755|RT2,24,45
19563,13-07-22,RT2,19563|44755|RT2,22,45
16559,13-07-22,RT1,16559|44755|RT1,19,30
19562,13-07-22,RT3,19562|44755|RT3,19,29
19561,13-07-22,RT3,19561|44755|RT3,14,29
18562,13-07-22,RT3,18562|44755|RT3,18,29
17558,13-07-22,RT3,17558|44755|RT3,15,27
17562,13-07-22,RT3,17562|44755|RT3,11,27
19559,13-07-22,RT3,19559|44755|RT3,12,27
16559,13-07-22,RT3,16559|44755|RT3,23,32
16558,13-07-22,RT3,16558|44755|RT3,6,8
18560,13-07-22,RT3,18560|44755|RT3,15,24
17563,13-07-22,RT3,17563|44755|RT3,8,16
19558,13-07-22,RT3,19558|44755|RT3,8,21
16561,13-07-22,RT3,16561|44755|RT3,13,21
17560,13-07-22,RT3,17560|44755|RT3,13,25
18558,13-07-22,RT3,18558|44755|RT3,13,26
18561,13-07-22,RT3,18561|44755|RT3,13,25
16560,13-07-22,RT3,16560|44755|RT3,10,20
17561,13-07-22,RT3,17561|44755|RT3,10,19
18559,13-07-22,RT3,18559|44755|RT3,10,23
18563,13-07-22,RT3,18563|44755|RT3,12,23
19560,13-07-22,RT3,19560|44755|RT3,12,19
16562,13-07-22,RT3,16562|44755|RT3,11,18
16563,13-07-22,RT3,16563|44755|RT3,11,20
17559,13-07-22,RT3,17559|44755|RT3,11,16
17564,13-07-22,RT3,17564|44755|RT3,11,24
19559,13-07-22,RT4,19559|44755|RT4,2,3
16558,13-07-22,RT4,16558|44755|RT4,2,3
16560,13-07-22,RT4,16560|44755|RT4,4,7
19561,13-07-22,RT4,19561|44755|RT4,4,7
18561,13-07-22,RT4,18561|44755|RT4,5,9
16561,13-07-22,RT4,16561|44755|RT4,6,10
17560,13-07-22,RT4,17560|44755|RT4,6,13
17564,13-07-22,RT4,17564|44755|RT4,6,17
18560,13-07-22,RT4,18560|44755|RT4,10,15
19560,13-07-22,RT4,19560|44755|RT4,10,16
18559,13-07-22,RT4,18559|44755|RT4,8,19
17563,13-07-22,RT4,17563|44755|RT4,11,19
19562,13-07-22,RT4,19562|44755|RT4,9,14
17559,13-07-22,RT4,17559|44755|RT4,9,14
18558,13-07-22,RT4,18558|44755|RT4,9,20
18562,13-07-22,RT4,18562|44755|RT4,12,20
18563,13-07-22,RT4,18563|44755|RT4,9,18
16563,13-07-22,RT4,16563|44755|RT4,12,18
16559,13-07-22,RT4,16559|44755|RT4,12,18
16562,13-07-22,RT4,16562|44755|RT4,3,6
17558,13-07-22,RT4,17558|44755|RT4,3,6
17562,13-07-22,RT4,17562|44755|RT4,3,6
19563,13-07-22,RT4,19563|44755|RT4,3,6
19558,13-07-22,RT4,19558|44755|RT4,3,7
17561,13-07-22,RT4,17561|44755|RT4,3,4
16559,14-07-22,RT1,16559|44756|RT1,21,30
18560,14-07-22,RT1,18560|44756|RT1,18,30
19562,14-07-22,RT1,19562|44756|RT1,19,30
19563,14-07-22,RT1,19563|44756|RT1,15,30
17558,14-07-22,RT1,17558|44756|RT1,10,19
16558,14-07-22,RT1,16558|44756|RT1,13,19
17560,14-07-22,RT1,17560|44756|RT1,22,40
19558,14-07-22,RT1,19558|44756|RT1,18,40
19560,14-07-22,RT1,19560|44756|RT1,17,26
17561,14-07-22,RT1,17561|44756|RT1,17,26
16560,14-07-22,RT1,16560|44756|RT1,19,34
16561,14-07-22,RT1,16561|44756|RT1,10,18
16562,14-07-22,RT1,16562|44756|RT1,15,31
16563,14-07-22,RT1,16563|44756|RT1,25,41
17559,14-07-22,RT1,17559|44756|RT1,19,32
17562,14-07-22,RT1,17562|44756|RT1,10,20
17563,14-07-22,RT1,17563|44756|RT1,16,25
18558,14-07-22,RT1,18558|44756|RT1,8,15
18559,14-07-22,RT1,18559|44756|RT1,19,42
18561,14-07-22,RT1,18561|44756|RT1,18,33
18562,14-07-22,RT1,18562|44756|RT1,26,38
18563,14-07-22,RT1,18563|44756|RT1,13,27
19559,14-07-22,RT1,19559|44756|RT1,13,24
19561,14-07-22,RT1,19561|44756|RT1,19,36
17564,14-07-22,RT1,17564|44756|RT1,6,16
19562,14-07-22,RT2,19562|44756|RT2,16,23
18563,14-07-22,RT2,18563|44756|RT2,15,29
17561,14-07-22,RT2,17561|44756|RT2,24,36
17558,14-07-22,RT2,17558|44756|RT2,25,50
16562,14-07-22,RT2,16562|44756|RT2,20,43
16561,14-07-22,RT2,16561|44756|RT2,14,24
16558,14-07-22,RT2,16558|44756|RT2,14,22
19560,14-07-22,RT2,19560|44756|RT2,25,38
16563,14-07-22,RT2,16563|44756|RT2,26,38
16559,14-07-22,RT2,16559|44756|RT2,23,41
19559,14-07-22,RT2,19559|44756|RT2,23,41
19558,14-07-22,RT2,19558|44756|RT2,17,39
17559,14-07-22,RT2,17559|44756|RT2,23,39
16560,14-07-22,RT2,16560|44756|RT2,16,34
18562,14-07-22,RT2,18562|44756|RT2,24,34
18559,14-07-22,RT2,18559|44756|RT2,17,44
17563,14-07-22,RT2,17563|44756|RT2,31,44
17562,14-07-22,RT2,17562|44756|RT2,12,30
18558,14-07-22,RT2,18558|44756|RT2,16,30
17564,14-07-22,RT2,17564|44756|RT2,19,40
18561,14-07-22,RT2,18561|44756|RT2,26,40
18560,14-07-22,RT2,18560|44756|RT2,23,40
17560,14-07-22,RT2,17560|44756|RT2,26,45
19561,14-07-22,RT2,19561|44756|RT2,24,45
19563,14-07-22,RT2,19563|44756|RT2,25,45
19563,14-07-22,RT3,19563|44756|RT3,14,29
19562,14-07-22,RT3,19562|44756|RT3,19,29
19561,14-07-22,RT3,19561|44756|RT3,15,29
18562,14-07-22,RT3,18562|44756|RT3,20,29
17558,14-07-22,RT3,17558|44756|RT3,15,27
17562,14-07-22,RT3,17562|44756|RT3,12,27
19559,14-07-22,RT3,19559|44756|RT3,15,27
16559,14-07-22,RT3,16559|44756|RT3,20,32
16558,14-07-22,RT3,16558|44756|RT3,5,8
18561,14-07-22,RT3,18561|44756|RT3,15,25
16561,14-07-22,RT3,16561|44756|RT3,15,21
19558,14-07-22,RT3,19558|44756|RT3,8,21
18558,14-07-22,RT3,18558|44756|RT3,13,26
18560,14-07-22,RT3,18560|44756|RT3,13,24
17560,14-07-22,RT3,17560|44756|RT3,14,25
17561,14-07-22,RT3,17561|44756|RT3,14,19
16562,14-07-22,RT3,16562|44756|RT3,9,18
17559,14-07-22,RT3,17559|44756|RT3,9,16
17563,14-07-22,RT3,17563|44756|RT3,9,16
18559,14-07-22,RT3,18559|44756|RT3,9,23
16560,14-07-22,RT3,16560|44756|RT3,10,20
17564,14-07-22,RT3,17564|44756|RT3,10,24
16563,14-07-22,RT3,16563|44756|RT3,12,20
18563,14-07-22,RT3,18563|44756|RT3,12,23
19560,14-07-22,RT3,19560|44756|RT3,11,19
19559,14-07-22,RT4,19559|44756|RT4,2,3
16558,14-07-22,RT4,16558|44756|RT4,2,3
16560,14-07-22,RT4,16560|44756|RT4,4,7
19561,14-07-22,RT4,19561|44756|RT4,4,7
16561,14-07-22,RT4,16561|44756|RT4,6,10
17560,14-07-22,RT4,17560|44756|RT4,6,13
18561,14-07-22,RT4,18561|44756|RT4,6,9
17564,14-07-22,RT4,17564|44756|RT4,7,17
18560,14-07-22,RT4,18560|44756|RT4,9,15
19560,14-07-22,RT4,19560|44756|RT4,10,16
18559,14-07-22,RT4,18559|44756|RT4,7,19
17563,14-07-22,RT4,17563|44756|RT4,12,19
19562,14-07-22,RT4,19562|44756|RT4,10,14
17559,14-07-22,RT4,17559|44756|RT4,10,14
18558,14-07-22,RT4,18558|44756|RT4,10,20
18562,14-07-22,RT4,18562|44756|RT4,12,20
18563,14-07-22,RT4,18563|44756|RT4,10,18
16563,14-07-22,RT4,16563|44756|RT4,11,18
16559,14-07-22,RT4,16559|44756|RT4,12,18
16562,14-07-22,RT4,16562|44756|RT4,3,6
17558,14-07-22,RT4,17558|44756|RT4,3,6
17562,14-07-22,RT4,17562|44756|RT4,3,6
19563,14-07-22,RT4,19563|44756|RT4,3,6
19558,14-07-22,RT4,19558|44756|RT4,3,7
17561,14-07-22,RT4,17561|44756|RT4,3,4
16559,15-07-22,RT1,16559|44757|RT1,18,30
18560,15-07-22,RT1,18560|44757|RT1,21,30
19562,15-07-22,RT1,19562|44757|RT1,20,30
19563,15-07-22,RT1,19563|44757|RT1,17,30
17558,15-07-22,RT1,17558|44757|RT1,9,19
16558,15-07-22,RT1,16558|44757|RT1,11,19
17560,15-07-22,RT1,17560|44757|RT1,21,40
19558,15-07-22,RT1,19558|44757|RT1,15,40
19560,15-07-22,RT1,19560|44757|RT1,17,26
17561,15-07-22,RT1,17561|44757|RT1,15,26
16560,15-07-22,RT1,16560|44757|RT1,18,34
16561,15-07-22,RT1,16561|44757|RT1,13,18
16562,15-07-22,RT1,16562|44757|RT1,14,31
16563,15-07-22,RT1,16563|44757|RT1,23,41
17559,15-07-22,RT1,17559|44757|RT1,19,32
17562,15-07-22,RT1,17562|44757|RT1,8,20
17563,15-07-22,RT1,17563|44757|RT1,15,25
18558,15-07-22,RT1,18558|44757|RT1,8,15
18559,15-07-22,RT1,18559|44757|RT1,17,42
18561,15-07-22,RT1,18561|44757|RT1,22,33
18562,15-07-22,RT1,18562|44757|RT1,20,38
18563,15-07-22,RT1,18563|44757|RT1,15,27
19559,15-07-22,RT1,19559|44757|RT1,12,24
19561,15-07-22,RT1,19561|44757|RT1,19,36
17564,15-07-22,RT1,17564|44757|RT1,7,16
19562,15-07-22,RT2,19562|44757|RT2,14,23
18563,15-07-22,RT2,18563|44757|RT2,14,29
17561,15-07-22,RT2,17561|44757|RT2,23,36
17558,15-07-22,RT2,17558|44757|RT2,28,50
16562,15-07-22,RT2,16562|44757|RT2,22,43
16561,15-07-22,RT2,16561|44757|RT2,16,24
16558,15-07-22,RT2,16558|44757|RT2,13,22
19560,15-07-22,RT2,19560|44757|RT2,25,38
16563,15-07-22,RT2,16563|44757|RT2,25,38
16559,15-07-22,RT2,16559|44757|RT2,28,41
19559,15-07-22,RT2,19559|44757|RT2,19,41
19558,15-07-22,RT2,19558|44757|RT2,18,39
17559,15-07-22,RT2,17559|44757|RT2,21,39
16560,15-07-22,RT2,16560|44757|RT2,17,34
18562,15-07-22,RT2,18562|44757|RT2,20,34
18559,15-07-22,RT2,18559|44757|RT2,20,44
17563,15-07-22,RT2,17563|44757|RT2,29,44
17562,15-07-22,RT2,17562|44757|RT2,13,30
18558,15-07-22,RT2,18558|44757|RT2,15,30
17564,15-07-22,RT2,17564|44757|RT2,17,40
18561,15-07-22,RT2,18561|44757|RT2,25,40
18560,15-07-22,RT2,18560|44757|RT2,25,40
17560,15-07-22,RT2,17560|44757|RT2,23,45
19561,15-07-22,RT2,19561|44757|RT2,20,45
19563,15-07-22,RT2,19563|44757|RT2,20,45
19563,15-07-22,RT3,19563|44757|RT3,13,29
19562,15-07-22,RT3,19562|44757|RT3,21,29
19561,15-07-22,RT3,19561|44757|RT3,13,29
18562,15-07-22,RT3,18562|44757|RT3,19,29
17558,15-07-22,RT3,17558|44757|RT3,13,27
17562,15-07-22,RT3,17562|44757|RT3,12,27
19559,15-07-22,RT3,19559|44757|RT3,13,27
16559,15-07-22,RT3,16559|44757|RT3,19,32
16558,15-07-22,RT3,16558|44757|RT3,5,8
19558,15-07-22,RT3,19558|44757|RT3,8,21
16561,15-07-22,RT3,16561|44757|RT3,13,21
18558,15-07-22,RT3,18558|44757|RT3,14,26
18560,15-07-22,RT3,18560|44757|RT3,14,24
18561,15-07-22,RT3,18561|44757|RT3,14,25
16562,15-07-22,RT3,16562|44757|RT3,9,18
17559,15-07-22,RT3,17559|44757|RT3,10,16
17563,15-07-22,RT3,17563|44757|RT3,10,16
16563,15-07-22,RT3,16563|44757|RT3,12,20
17560,15-07-22,RT3,17560|44757|RT3,12,25
17561,15-07-22,RT3,17561|44757|RT3,12,19
16560,15-07-22,RT3,16560|44757|RT3,11,20
18559,15-07-22,RT3,18559|44757|RT3,11,23
18563,15-07-22,RT3,18563|44757|RT3,11,23
19560,15-07-22,RT3,19560|44757|RT3,11,19
17564,15-07-22,RT3,17564|44757|RT3,11,24
19559,15-07-22,RT4,19559|44757|RT4,2,3
16558,15-07-22,RT4,16558|44757|RT4,2,3
16562,15-07-22,RT4,16562|44757|RT4,4,6
17558,15-07-22,RT4,17558|44757|RT4,4,6
19563,15-07-22,RT4,19563|44757|RT4,4,6
19561,15-07-22,RT4,19561|44757|RT4,4,7
16561,15-07-22,RT4,16561|44757|RT4,5,10
18561,15-07-22,RT4,18561|44757|RT4,5,9
17560,15-07-22,RT4,17560|44757|RT4,6,13
17564,15-07-22,RT4,17564|44757|RT4,8,17
18560,15-07-22,RT4,18560|44757|RT4,11,15
19560,15-07-22,RT4,19560|44757|RT4,9,16
18559,15-07-22,RT4,18559|44757|RT4,9,19
17563,15-07-22,RT4,17563|44757|RT4,13,19
19562,15-07-22,RT4,19562|44757|RT4,9,14
17559,15-07-22,RT4,17559|44757|RT4,9,14
18558,15-07-22,RT4,18558|44757|RT4,10,20
18562,15-07-22,RT4,18562|44757|RT4,13,20
18563,15-07-22,RT4,18563|44757|RT4,9,18
16563,15-07-22,RT4,16563|44757|RT4,13,18
16559,15-07-22,RT4,16559|44757|RT4,9,18
17562,15-07-22,RT4,17562|44757|RT4,3,6
16560,15-07-22,RT4,16560|44757|RT4,3,7
19558,15-07-22,RT4,19558|44757|RT4,3,7
17561,15-07-22,RT4,17561|44757|RT4,3,4
19563,16-07-22,RT3,19563|44758|RT3,21,29
18560,16-07-22,RT1,18560|44758|RT1,25,30
19562,16-07-22,RT1,19562|44758|RT1,28,30
19563,16-07-22,RT1,19563|44758|RT1,21,30
17558,16-07-22,RT1,17558|44758|RT1,14,19
16558,16-07-22,RT1,16558|44758|RT1,16,19
17560,16-07-22,RT1,17560|44758|RT1,31,40
19558,16-07-22,RT1,19558|44758|RT1,24,40
19560,16-07-22,RT1,19560|44758|RT1,25,26
17561,16-07-22,RT1,17561|44758|RT1,25,26
16560,16-07-22,RT1,16560|44758|RT1,25,34
16561,16-07-22,RT1,16561|44758|RT1,17,18
16562,16-07-22,RT1,16562|44758|RT1,22,31
16563,16-07-22,RT1,16563|44758|RT1,34,41
17559,16-07-22,RT1,17559|44758|RT1,29,32
17562,16-07-22,RT1,17562|44758|RT1,13,20
17563,16-07-22,RT1,17563|44758|RT1,21,25
18558,16-07-22,RT1,18558|44758|RT1,11,15
18559,16-07-22,RT1,18559|44758|RT1,25,42
18561,16-07-22,RT1,18561|44758|RT1,29,33
18562,16-07-22,RT1,18562|44758|RT1,35,38
18563,16-07-22,RT1,18563|44758|RT1,19,27
19559,16-07-22,RT1,19559|44758|RT1,18,24
19561,16-07-22,RT1,19561|44758|RT1,27,36
17564,16-07-22,RT1,17564|44758|RT1,11,16
19562,16-07-22,RT2,19562|44758|RT2,22,23
18563,16-07-22,RT2,18563|44758|RT2,22,29
17561,16-07-22,RT2,17561|44758|RT2,33,36
17558,16-07-22,RT2,17558|44758|RT2,36,50
16562,16-07-22,RT2,16562|44758|RT2,33,43
16561,16-07-22,RT2,16561|44758|RT2,20,24
16558,16-07-22,RT2,16558|44758|RT2,20,22
19560,16-07-22,RT2,19560|44758|RT2,36,38
16563,16-07-22,RT2,16563|44758|RT2,37,38
16559,16-07-22,RT2,16559|44758|RT2,39,41
19559,16-07-22,RT2,19559|44758|RT2,28,41
19558,16-07-22,RT2,19558|44758|RT2,26,39
17559,16-07-22,RT2,17559|44758|RT2,35,39
16560,16-07-22,RT2,16560|44758|RT2,24,34
18562,16-07-22,RT2,18562|44758|RT2,30,34
18559,16-07-22,RT2,18559|44758|RT2,28,44
17563,16-07-22,RT2,17563|44758|RT2,38,44
17562,16-07-22,RT2,17562|44758|RT2,19,30
18558,16-07-22,RT2,18558|44758|RT2,22,30
17564,16-07-22,RT2,17564|44758|RT2,26,40
18561,16-07-22,RT2,18561|44758|RT2,38,40
18560,16-07-22,RT2,18560|44758|RT2,34,40
17560,16-07-22,RT2,17560|44758|RT2,35,45
19561,16-07-22,RT2,19561|44758|RT2,31,45
19563,16-07-22,RT2,19563|44758|RT2,32,45
16559,16-07-22,RT1,16559|44758|RT1,29,30
19562,16-07-22,RT3,19562|44758|RT3,25,29
19561,16-07-22,RT3,19561|44758|RT3,22,29
18562,16-07-22,RT3,18562|44758|RT3,26,29
17558,16-07-22,RT3,17558|44758|RT3,21,27
17562,16-07-22,RT3,17562|44758|RT3,17,27
19559,16-07-22,RT3,19559|44758|RT3,21,27
16559,16-07-22,RT3,16559|44758|RT3,29,32
17560,16-07-22,RT3,17560|44758|RT3,19,25
18561,16-07-22,RT3,18561|44758|RT3,24,25
16561,16-07-22,RT3,16561|44758|RT3,19,21
16563,16-07-22,RT3,16563|44758|RT3,17,20
17561,16-07-22,RT3,17561|44758|RT3,19,19
18558,16-07-22,RT3,18558|44758|RT3,20,26
18560,16-07-22,RT3,18560|44758|RT3,21,24
18563,16-07-22,RT3,18563|44758|RT3,17,23
19560,16-07-22,RT3,19560|44758|RT3,16,19
16560,16-07-22,RT3,16560|44758|RT3,15,20
17559,16-07-22,RT3,17559|44758|RT3,15,16
18559,16-07-22,RT3,18559|44758|RT3,15,23
16558,16-07-22,RT3,16558|44758|RT3,8,8
16562,16-07-22,RT3,16562|44758|RT3,13,18
17563,16-07-22,RT3,17563|44758|RT3,14,16
17564,16-07-22,RT3,17564|44758|RT3,14,24
19558,16-07-22,RT3,19558|44758|RT3,12,21
19559,16-07-22,RT4,19559|44758|RT4,2,3
16562,16-07-22,RT4,16562|44758|RT4,4,6
17562,16-07-22,RT4,17562|44758|RT4,4,6
17561,16-07-22,RT4,17561|44758|RT4,4,4
16560,16-07-22,RT4,16560|44758|RT4,5,7
17558,16-07-22,RT4,17558|44758|RT4,5,6
19558,16-07-22,RT4,19558|44758|RT4,5,7
19563,16-07-22,RT4,19563|44758|RT4,5,6
19561,16-07-22,RT4,19561|44758|RT4,6,7
16561,16-07-22,RT4,16561|44758|RT4,10,10
17560,16-07-22,RT4,17560|44758|RT4,10,13
18561,16-07-22,RT4,18561|44758|RT4,9,9
17564,16-07-22,RT4,17564|44758|RT4,10,17
18560,16-07-22,RT4,18560|44758|RT4,13,15
19560,16-07-22,RT4,19560|44758|RT4,13,16
18559,16-07-22,RT4,18559|44758|RT4,12,19
17563,16-07-22,RT4,17563|44758|RT4,16,19
19562,16-07-22,RT4,19562|44758|RT4,13,14
17559,16-07-22,RT4,17559|44758|RT4,13,14
18558,16-07-22,RT4,18558|44758|RT4,15,20
18562,16-07-22,RT4,18562|44758|RT4,18,20
18563,16-07-22,RT4,18563|44758|RT4,13,18
16563,16-07-22,RT4,16563|44758|RT4,15,18
16559,16-07-22,RT4,16559|44758|RT4,16,18
16558,16-07-22,RT4,16558|44758|RT4,3,3
16559,17-07-22,RT1,16559|44759|RT1,25,30
18560,17-07-22,RT1,18560|44759|RT1,22,30
19562,17-07-22,RT1,19562|44759|RT1,20,30
19563,17-07-22,RT1,19563|44759|RT1,17,30
17558,17-07-22,RT1,17558|44759|RT1,12,19
16558,17-07-22,RT1,16558|44759|RT1,13,19
17560,17-07-22,RT1,17560|44759|RT1,24,40
19558,17-07-22,RT1,19558|44759|RT1,20,40
19560,17-07-22,RT1,19560|44759|RT1,19,26
17561,17-07-22,RT1,17561|44759|RT1,19,26
16560,17-07-22,RT1,16560|44759|RT1,20,34
16561,17-07-22,RT1,16561|44759|RT1,13,18
16562,17-07-22,RT1,16562|44759|RT1,18,31
16563,17-07-22,RT1,16563|44759|RT1,31,41
17559,17-07-22,RT1,17559|44759|RT1,21,32
17562,17-07-22,RT1,17562|44759|RT1,11,20
17563,17-07-22,RT1,17563|44759|RT1,21,25
18558,17-07-22,RT1,18558|44759|RT1,9,15
18559,17-07-22,RT1,18559|44759|RT1,18,42
18561,17-07-22,RT1,18561|44759|RT1,24,33
18562,17-07-22,RT1,18562|44759|RT1,29,38
18563,17-07-22,RT1,18563|44759|RT1,16,27
19559,17-07-22,RT1,19559|44759|RT1,15,24
19561,17-07-22,RT1,19561|44759|RT1,20,36
17564,17-07-22,RT1,17564|44759|RT1,9,16
19562,17-07-22,RT2,19562|44759|RT2,18,23
18563,17-07-22,RT2,18563|44759|RT2,16,29
17561,17-07-22,RT2,17561|44759|RT2,28,36
17558,17-07-22,RT2,17558|44759|RT2,31,50
16562,17-07-22,RT2,16562|44759|RT2,28,43
16561,17-07-22,RT2,16561|44759|RT2,18,24
16558,17-07-22,RT2,16558|44759|RT2,17,22
19560,17-07-22,RT2,19560|44759|RT2,30,38
16563,17-07-22,RT2,16563|44759|RT2,32,38
16559,17-07-22,RT2,16559|44759|RT2,28,41
19559,17-07-22,RT2,19559|44759|RT2,23,41
19558,17-07-22,RT2,19558|44759|RT2,21,39
17559,17-07-22,RT2,17559|44759|RT2,32,39
16560,17-07-22,RT2,16560|44759|RT2,19,34
18562,17-07-22,RT2,18562|44759|RT2,28,34
18559,17-07-22,RT2,18559|44759|RT2,25,44
17563,17-07-22,RT2,17563|44759|RT2,35,44
17562,17-07-22,RT2,17562|44759|RT2,14,30
18558,17-07-22,RT2,18558|44759|RT2,18,30
17564,17-07-22,RT2,17564|44759|RT2,19,40
18561,17-07-22,RT2,18561|44759|RT2,28,40
18560,17-07-22,RT2,18560|44759|RT2,32,40
17560,17-07-22,RT2,17560|44759|RT2,28,45
19561,17-07-22,RT2,19561|44759|RT2,29,45
19563,17-07-22,RT2,19563|44759|RT2,27,45
19563,17-07-22,RT3,19563|44759|RT3,18,29
19562,17-07-22,RT3,19562|44759|RT3,20,29
19561,17-07-22,RT3,19561|44759|RT3,17,29
18562,17-07-22,RT3,18562|44759|RT3,21,29
17558,17-07-22,RT3,17558|44759|RT3,16,27
17562,17-07-22,RT3,17562|44759|RT3,12,27
19559,17-07-22,RT3,19559|44759|RT3,15,27
16559,17-07-22,RT3,16559|44759|RT3,21,32
16558,17-07-22,RT3,16558|44759|RT3,5,8
18561,17-07-22,RT3,18561|44759|RT3,17,25
18558,17-07-22,RT3,18558|44759|RT3,16,26
18560,17-07-22,RT3,18560|44759|RT3,16,24
16561,17-07-22,RT3,16561|44759|RT3,15,21
18563,17-07-22,RT3,18563|44759|RT3,15,23
19560,17-07-22,RT3,19560|44759|RT3,15,19
16563,17-07-22,RT3,16563|44759|RT3,13,20
18559,17-07-22,RT3,18559|44759|RT3,13,23
17560,17-07-22,RT3,17560|44759|RT3,14,25
17561,17-07-22,RT3,17561|44759|RT3,14,19
17563,17-07-22,RT3,17563|44759|RT3,14,16
16562,17-07-22,RT3,16562|44759|RT3,10,18
16560,17-07-22,RT3,16560|44759|RT3,12,20
17559,17-07-22,RT3,17559|44759|RT3,12,16
19558,17-07-22,RT3,19558|44759|RT3,12,21
17564,17-07-22,RT3,17564|44759|RT3,11,24
17562,17-07-22,RT4,17562|44759|RT4,2,6
19559,17-07-22,RT4,19559|44759|RT4,2,3
16558,17-07-22,RT4,16558|44759|RT4,2,3
17558,17-07-22,RT4,17558|44759|RT4,4,6
19561,17-07-22,RT4,19561|44759|RT4,4,7
16560,17-07-22,RT4,16560|44759|RT4,5,7
16561,17-07-22,RT4,16561|44759|RT4,6,10
17560,17-07-22,RT4,17560|44759|RT4,7,13
18561,17-07-22,RT4,18561|44759|RT4,7,9
